010.000.0624.00,"ACENOCUMAROL DE 4 MG, TABLETA, ENVASE CON 20 TABLETAS.",20 TABLETAS,CIEL:70105,acenocoumarol,96
010.000.0624.01,"ACENOCUMAROL DE 4 MG, TABLETA, ENVASE CON 30 TABLETAS.",30 TABLETAS,CIEL:70105,acenocoumarol,96
010.000.1711.00,"ÁCIDO FÓLICO DE 0.4 MG, TABLETA, ENVASE CON 90 TABLETAS.",90 TABLETAS,CIEL:76613,folic acid,80
010.000.1700.00,"ÁCIDO FÓLICO DE 4 MG, TABLETA, ENVASE CON 90 TABLETAS.",90 TABLETAS,CIEL:76613,folic acid,80
010.000.1706.00,"ÁCIDO FÓLICO DE 5 MG, TABLETA, ENVASE CON 20 TABLETAS.",20 TABLETAS,CIEL:76613,folic acid,80
010.000.1706.01,"ÁCIDO FÓLICO DE 5 MG, TABLETA, ENVASE CON 92 TABLETAS.",92 TABLETAS,CIEL:76613,folic acid,80
010.000.2620.00,"ÁCIDO VALPROICO  DE 250 MG, CÁPSULA, ENVASE CON 60 CÁPSULAS.",60 CÁPSULAS,CIEL:86052,valproic acid,89
010.000.2172.00,"ALCOHOL  POLIVINÍLICO  DE 14 MG/ML,  SOLUCIÓN  OFTÁLMICA,  ENVASE  CON GOTERO INTEGRAL CON 15 ML.",GOTERO INTEGRAL CON 15 ML,CIEL:82315,polyvinyl alcohol,83
010.000.2503.00,"ALOPURINOL  DE 100 MG, TABLETA, ENVASE CON 20 TABLETAS.",20 TABLETAS,CIEL:70878,allopurinol,95
010.000.2503.01,"ALOPURINOL  DE 100 MG, TABLETA, ENVASE CON 50 TABLETAS.",50 TABLETAS,CIEL:70878,allopurinol,95
010.000.3451.00,"ALOPURINOL  DE 300 MG, TABLETA, ENVASE CON 20 TABLETAS.",20 TABLETAS,CIEL:70878,allopurinol,95
010.000.2462.00,"AMBROXOL,   CLORHIDRATO  DE  DE  30  MG,  COMPRIMIDO, ENVASE  CON  20 COMPRIMIDOS.",20 COMPRIMIDOS,CIEL:71028,ambroxol,100
010.000.2463.00,"AMBROXOL,  CLORHIDRATO DE DE 300 MG/100  ML, SOLUCIÓN,  ENVASE  CON 120 ML Y DOSIFICADOR.",ENVASE CON 120 ML,CIEL:71028,ambroxol,100
010.000.1263.00,"BISMUTO,    SUBSALICILATO   DE   DE   1.750   G/100ML,    SUSPENSIÓN    ORAL, ENVASE CON 240 ML.",ENVASE CON 240 ML,CIEL:72241,BISMUTH SUBSALICYLATE,-
010.000.1096.00,"BROMOCRIPTINA,   MESILATO    DE   (GT5)   DE   CADA   TABLETA    CONTIENE: MESILATO  DE BROMOCRIPTINA EQUIVALENTE A 2.5 MG DE BROMOCRIPTINA., TABLETA, ENVASE CON 14 TABLETAS.",14 TABLETAS,CIEL:72411,bromocriptine,92
010.000.2247.00,"CINITAPRIDA,   BITARTRATO   DE  DE  1  MG,  COMPRIMIDO,  ENVASE   CON  25 COMPRIMIDOS.",25 COMPRIMIDOS,CIEL:73429,cinitapride,91
010.000.2248.00,"CINITAPRIDA,   BITARTRATO   DE  DE  1  MG,  GRANULADO,   ENVASE   CON  30 SOBRES.",30 SOBRES,CIEL:73429,cinitapride,91
010.000.2249.00,"CINITAPRIDA,  BITARTRATO  DE DE 20 MG/100  ML, SOLUCIÓN  ORAL,  ENVASE CON 120 ML (1 MG/5 ML) Y CUCHARITA  DOSIFICADORA.",ENVASE CON 120 ML Y CUCHARITA DOSIFICADORA,CIEL:73429,cinitapride,91
010.000.5487.00,"CITALOPRAM,  BROMHIDRATO  DE  DE  20  MG,  TABLETA,   ENVASE   CON  14 TABLETAS.",14 TABLETAS,CIEL:73461,citalopram,100
010.000.5487.01,"CITALOPRAM,  BROMHIDRATO  DE  DE  20  MG,  TABLETA,   ENVASE   CON  28 TABLETAS.",28 TABLETAS,CIEL:73461,citalopram,100
010.000.2133.00,"CLINDAMICINA, CLORHIDRATO DE  DE  300  MG,  CÁPSULA,  ENVASE  CON  16 CÁPSULAS.",16 CÁPSULAS,CIEL:73546,clindamycin,87
010.000.0872.00,"CLIOQUINOL  DE 30 MG / G, CREMA, ENVASE CON 20 G.",ENVASE CON 20 G,CIEL:73560,clioquinol,100
010.000.0402.00,"CLORFENAMINA,  MALEATO   DE   DE   4.0   MG,   TABLETA,   ENVASE   CON   20 TABLETAS.",20 TABLETAS,CIEL:913,chlorphenamine,77
010.000.2142.00,"CLORFENAMINA,  MALEATO   DE  DE  10  MG  /  ML,  SOLUCIÓN   INYECTABLE, ENVASE CON 5 AMPOLLETAS CON 1 ML.",5 AMPOLLETAS,CIEL:913,chlorphenamine,77
010.000.0408.00,"CLORFENAMINA, MALEATO DE DE 0.5 MG/ML, JARABE, ENVASE CON 60 ML.",ENVASE CON 60 ML,CIEL:913,chlorphenamine,77
010.000.0561.00,"CLORTALIDONA (GT3) DE 50 MG, TABLETA, ENVASE CON 20 TABLETAS.",ENVASE CON 20 TABLETAS.,CIEL:73338,chlorthalidone,85
010.000.3409.00,"COLCHICINA  DE 1 MG, TABLETA, ENVASE CON 30 TABLETAS.",30 TABLETAS,CIEL:73702,colchicine,90
010.000.0464.00,"CROMOGLICATO DE SODIO  DE 560/ 5 MG, SUSPENSIÓN  AEROSOL,  ENVASE CON ESPACIADOR  PARA 112 DOSIS DE 5 MG.",ENVASE CON 16 G PARA 112 INHALACIONES,CIEL:74044,cromoglycate,83
010.000.5501.00,"DICLOFENACO  SÓDICO  DE  75  MG/3  ML,  SOLUCIÓN   INYECTABLE,   ENVASE CON 2 AMPOLLETAS CON 3 ML.",2 AMPOLLETAS CON 3 ML,CIEL:74782,diclofenac sodium,82
010.000.0406.00,"DIFENHIDRAMINA,   CLORHIDRATO   DE   DE   100   MG   /   10   ML,   SOLUCIÓN INYECTABLE,  ENVASE CON FRASCO ÁMPULA DE 10 ML.",FRASCO ÁMPULA CON 10 ML.,CIEL:75015,diphenhydramine,76
010.000.0405.00,"DIFENHIDRAMINA, CLORHIDRATO DE  DE  250  MG/100  ML,  JARABE,  ENVASE CON 60 ML.",ENVASE CON 60 ML,CIEL:75015,diphenhydramine,76
010.000.3111.00,"DIFENIDOL,    CLORHIDRATO  DE   DE   25   MG,   TABLETA,   ENVASE   CON   30 TABLETAS.",30 TABLETAS,CIEL:75020,diphenidol,84
010.000.3112.00,"DIFENIDOL,   CLORHIDRATO  DE  DE  40  MG/  2  ML,  SOLUCIÓN   INYECTABLE, ENVASE CON 2 AMPOLLETAS CON 2 ML.",ENVASE CON 2 AMPOLLETAS CON 2 ML.,CIEL:75020,diphenidol,84
010.000.2196.00,"DIMENHIDRINATO DE 50 MG/ML,  SOLUCIÓN  INYECTABLE,  ENVASE  CON UNA AMPOLLETA  DE 1 ML.",AMPOLLETA  CON 1 ML,CIEL:74935,dimenhydrinate,86
010.000.0611.00,"EPINEFRINA  DE  CADA  AMPOLLETA  CONTIENE:  EPINEFRINA  1 MG  (1:1  000), SOLUCIÓN INYECTABLE,  ENVASE CON 50 AMPOLLETAS CON 1 ML.",50 AMPOLLETAS DE 1.0 ML,CIEL:75744,epinephrine,76
010.000.1972.00,"ERITROMICINA,  ESTEARATO   DE  DE  250  MG  /  5  ML,  SUSPENSIÓN   ORAL, ENVASE CON POLVO PARA 100 ML Y DOSIFICADOR.",ENVASE PARA 100 ML,CIEL:75842,erythromycin,75
010.000.1971.00,"ERITROMICINA, ESTEARATO  DE DE 500 MG,  CÁPSULA  O TABLETA,  ENVASE CON 20 CÁPSULAS  O TABLETAS.",20 CÁPSULAS  O TABLETAS,CIEL:75842,erythromycin,75
010.000.2403.00,"ESTREPTOMICINA, SULFATO  DE  DE  1  G,  SOLUCIÓN  INYECTABLE,   ENVASE CON UN FRASCO ÁMPULA Y DILUYENTE  CON 2 ML.",FRASCO ÁMPULA Y DILUYENTE  CON 2 ML,CIEL:84360,streptomycin,85
010.000.1489.00,"ESTRÓGENOS CONJUGADOS DE ORIGEN  VEGETAL  DE 0.625 MG, GRAGEA  O TABLETA, ENVASE CON 42 GRAGEAS O TABLETAS.",42 GRAGEAS O TABLETAS,CIEL:75929,"estrogens, conjugated (usp)",77
010.000.1701.00,"FUMARATO  FERROSO   DE CADA  TABLETA  CONTIENE:  FUMARATO  FERROSO 200 MG EQUIVALENTE A 65.74 MG DE HIERRO ELEMENTAL,  TABLETA, ENVASE CON 50 TABLETAS.",50 TABLETAS,CIEL:76335,ferrous fumarate,88
010.000.1702.00,"FUMARATO  FERROSO  DE CADA ML CONTIENE:  FUMARATO  FERROSO  29 MG EQUIVALENTE  A  9.53   MG   DE   HIERRO   ELEMENTAL,    SUSPENSIÓN   ORAL, ENVASE CON 120 ML.",ENVASE CON 120 ML,CIEL:76335,ferrous fumarate,88
010.000.0570.00,"HIDRALAZINA,  CLORHIDRATO  DE  DE  10  MG,  TABLETA,   ENVASE   CON  20 TABLETAS.",20 TABLETAS,CIEL:77675,hydralazine,82
010.000.2116.00,"HIDRALAZINA, CLORHIDRATO DE DE CADA AMPOLLETA  CONTIENE: CLORHIDRATO DE HIDRALAZINA  10 MG / ML, SOLUCIÓN INYECTABLE,  ENVASE CON 5 AMPOLLETAS CON 1 ML.",5 AMPOLLETAS CON 1.0 ML,CIEL:77675,hydralazine,82
010.000.4201.00,"HIDRALAZINA, CLORHIDRATO DE DE CADA AMPOLLETA  CONTIENE: CLORHIDRATO DE HIDRALAZINA  20 MG / ML, SOLUCIÓN INYECTABLE,  ENVASE CON 5 AMPOLLETAS CON 1 ML.",5 AMPOLLETAS CON 1.0 ML,CIEL:77675,hydralazine,82
010.000.0813.00,"HIDROCORTISONA, 17-BUTIRATO  DE DE 1 MG / G, CREMA, ENVASE CON 15 G.",ENVASE CON 15 G,CIEL:77714,hydrocortisone,86
010.000.0474.00,"HIDROCORTISONA, SUCCINATO   SÓDICO  DE  DE  100  MG  / 2  ML,  SOLUCIÓN INYECTABLE,  ENVASE  CON 50 FRASCOS  ÁMPULA  Y 50 AMPOLLETAS CON 2 ML DE DILUYENTE.",50 FRASCOS ÁMPULA Y 50 AMPOLLETAS CON2 ML DE DILUYENTE.,CIEL:77714,hydrocortisone,86
020.000.3833.00,"INMUNOGLOBULINA HUMANA ANTIRRÁBICA DE CADA FRASCO ÁMPULA O AMPOLLETA  CONTIENE:  INMUNOGLOBULINA HUMANA  ANTIRRÁBICA 300  UI, SOLUCIÓN  INYECTABLE,  ENVASE  CON  UN  FRASCO  ÁMPULA  O AMPOLLETA CON 2 ML.",FRASCO ÁMPULA O AMPOLLETA  CON 2 ML,CIEL:77594,human immunoglobulin,72
010.000.1051.00,"INSULINA  HUMANA  ACCIÓN  RÁPIDA  REGULAR  (ORIGEN  ADN RECOMBINANTE ) DE 100 UI / ML, SOLUCIÓN  INYECTABLE,  ENVASE  CON UN FRASCO  ÁMPULA CON 5 ML.",UN FRASCO ÁMPULA CON 5 ML,CIEL:78082,"insulin, regular, human",75
010.000.1051.01,"INSULINA HUMANA ACCIÓN RÁPIDA REGULAR (ORIGEN ADN RECOMBINANTE) DE 100 UI / ML, SOLUCIÓN  INYECTABLE,  ENVASE  CON UN FRASCO  ÁMPULA CON 10 ML.",UN FRASCO ÁMPULA CON 10 ML,CIEL:78082,"insulin, regular, human",75
010.000.2024.00,"ISOCONAZOL, NITRATO DE DE 1 G / 100 G, CREMA, ENVASE CON 20 G.",ENVASE CON 20 G,CIEL:78251,isoconazole,95
010.000.2018.00,"ITRACONAZOL DE 100 MG, CÁPSULA, ENVASE CON 15 CÁPSULAS.",15 CÁPSULAS,CIEL:78338,itraconazole,96
