"6895","Tympanic to percussion","en","R14"
"6895","Tympanitic percussion note ","en","R14"
"107","Cough","en","R05"
"107","tos","es","R05"
"111","Dyspepsia","en","K30"
"111","Indigestion","en","K30"
"5949","Malaise and Fatigue","en","R53"
"5949","Fatigue","en","R53"
"7100","Syncope and collapse","en","R55"
"7102","Haemorrhage, not elsewhere classified","en","R58"
"7102","Bleeding","en","R58"
"7102","Hemorrhage","en","R58"
"620","Headache","en","R51"
"620","cefalea","es","R51"
"7104","Gingivitis and periodontal diseases","en","K05"
"123","Malaria","en","B54"
"123","Clinical Malaria","en","B54"
"7115","Whipworm infection","en","B79"
"7115","Trichuriasis","en","B79"
"2738","Genital Ulcers, Chancroid","en","A57"
"2738","Soft chanre","en","A57"
"174","Sexually transmitted infection","en","A64"
"174","STI","en","A64"
"174","Unspecified sexually transmitted disease","en","A64"
"174","STI, females","en","A64"
"48","Pregnancy, miscarriage","en","O03"
"48","Miscarriage","en","O03"
"5995","Urethral discharge","en","R36"
"5995","Urethrorrhoea","en","R36"
"840","Hematuria","en","R31"
"840","Bloody urine","en","R31"
"840","Unspecified haematuria","en","R31"
"1819","Kwashiorkor","en","E40"
"1819","Kwashiorkor","en","E40"
"140","Scabies","en","B86"
"3071","Hypertensive Heart Disease","en","I11"
"7135","Respiratory Tuberculosis, Bacteriologically And Histologically C","en","A15"
"7139","Laboratory evidence of human immunodeficiency virus","en","R75"
"7139","Laboratory evidence of HIV","en","R75"
"7139","Positive Serological and/or Viral Culture Findings for Human Immunodeficiency Virus","en","R75"
"7141","HIV resulting in other specified diseases","en","B22"
"7141","Human immunodeficiency virus disease resulting in other specified diseases","en","B22"
"7143","HIV resulting in infectious and parasitic diseases","en","B20"
"7143","Human immunodeficiency virus resulting in infectious and parasitic diseases","en","B20"
"7144","HIV resulting in other conditions","en","B23"
"7144","Human immunodeficiency virus resulting in other conditions","en","B23"
"7152","Irritable bowel syndrome","en","K58"
"7152","IBS","en","K58"
"7152","Spastic colon","en","K58"
"7157","Enterobiasis","en","B80"
"7160","Abdominal and pelvic pain","en","R10"
"7161","Flatulence And Related Conditions","en","R14"
"7162","Hepatomegaly and splenomegaly, not classified elsewhere","en","R16"
"7162","Hepatomegaly and splenomegaly","en","R16"
"7164","Rheumatic Fever Without Heart Involvement","en","I00"
"6847","Essential hypertension","en","I10"
"6847","Primary or idiopathic hypertension","en","I10"
"6847","Essential primary hypertension","en","I10"
"7166","Inessential hypertension","en","I11"
"7166","Secondary hypertension","en","I11"
"7167","Sequelae of cerebrovascular disease","en","I69"
"7169","Hemorrhoids","en","I84"
"7169","Haemorrhoids","en","I84"
"512","Rash","en","R21"
"512","Rash and other nonspecific skin eruption","en","R21"
"512","Skin rash","en","R21"
"7179","trastorno del sistema nervioso","es","G98"
"7179","Disorder of Nervous System","en","G98"
"7183","tétanos","es","A35"
"7183","Tetanus","en","A35"
"7200","Behavior disorders not due to alcohol and drugs","en","F09"
"7202","Mental Disorder","en","F99"
"7202","trastorno mental","es","F99"
"7202","Psychiatric disorder","en","F99"
"7202","Psychiatric problem","en","F99"
"7203","Asthma with Status Asthmaticus","en","J46"
"7203","asma con estado de mal asmático","es","J46"
"7203","Acute severe asthma","en","J46"
"7203","Status Asthmaticus","en","J46"
"7212","Streptococcus and staphylococcus","en","B95"
"7214","Vasomotor and allergic rhinitis","en","J30"
"7215","other acute respiratory infections","en","J22"
"7215","Acute lower respiratory infection","en","J22"
"7219","Urethritis and urethral syndrome","en","N34"
"7228","vejiga: incontinente","es","R32"
"7228","Urinary Incontinence","en","R32"
"7228","Unspecified urinary incontinence","en","R32"
"7228","Loss of bladder control","en","R32"
"7229","Retention of urine","en","R33"
"7229","retención de orina","es","R33"
"7229","Urinary retention","en","R33"
"7233","glucosuria","es","R81"
"7233","Glycosuria","en","R81"
"7237","kwashiorkor marásmico","es","E42"
"7237","Marasmic Kwashiorkor","en","E42"
"7247","Other sexually transmitted chlamydial diseases","en","A56"
"7247","Sexually Transmitted Chlamydial","en","A56"
"7248","granuloma inguinal","es","A58"
"7248","Granuloma inguinale","en","A58"
"7249","Lymphogranuloma venereum","en","A55"
"7249","linfogranuloma venéreo","es","A55"
"7249","Genital ulcers, LGV","en","A55"
"7249","Chlamydial lymphogranuloma","en","A55"
"7249","LGV","en","A55"
"7251","tétanos del neonato","es","A33"
"7251","Neonatal tetanus","en","A33"
"7251","Tetanus Neonatorum","en","A33"
"7254","Convulsions in the newborn","en","P90"
"7254","convulsiones en el recién nacido","es","P90"
"7254","Convulsions of newborn","en","P90"
"3274","Hypovolemic","en","E86"
"3274","Volume depletion","en","E86"
"3274","Hypovolaemia","en","E86"
"3274","Hypovolemia","en","E86"
"6692","Type 2 diabetes","en","E11"
"6692","Non-insulin-dependent diabetes mellitus","en","E11"
"6692","Diabetes, type 2","en","E11"
"6692","Diabetes Mellitus, Type II","en","E11"
"6692","diabetes mellitus no dependiente de insulina","es","E11"
"6692","Non-insulin dependent diabetes mellitus","en","E11"
"7314","accidente cerebrovascular","es","I64"
"7314","Stroke","en","I64"
"7314","Cerebrovascular Accident","en","I64"
"7314","CVA","en","I64"
"7314","CVA (Cerebrovascular Accident)","en","I64"
"7331","Impaired Cognition","en","F09"
"7331","cognición alterada","es","F09"
"7386","Incontinence of Feces","en","R15"
"7386","alteración de la evacuación intestinal: incontinencia","es","R15"
"7386","Bowel incontinence","en","R15"
"7413","Clinical Infection","en","B99"
"7413","infección clínica","es","B99"
"7493","Foreign body in ear","en","T16"
"7493","cuerpo extraño en el oído","es","T16"
"7497","valvulopatía","es","I38"
"7497","Heart valve disease","en","I38"
"7497","Valvular heart disease","en","I38"
"7502","fimosis y prepucio redundante","es","N47"
"7502","Redundant Prepuce and Phimosis","en","N47"
"7503","Dehydration","en","E86"
"7503","deshidratación","es","E86"
"7514","Attempted Suicide","en","X84"
"7514","intento de suicidio","es","X84"
"7521","enfermedad infecciosa","es","B99"
"7521","Infectious Disease Nos","en","B99"
"7521","Infectious Disease","en","B99"
"7523","Chronic Cough","en","R05"
"7523","tos crónica","es","R05"
"7554","Needle Stick Injury","en","W46"
"903","Hypertension","en","I10"
"903","HTA","en","I10"
"903","HTN","en","I10"
"903","Essential Hypertension","en","I10"
"903","Hipertesion","es","I10"
"1818","Marasmus","en","E41"
"1818","Marasmus","en","E41"
"3068","UNEXPLAINED SEVERE WASTING, STUNTING OR MALNUTRITION","en","E45"
"175","DIABETES MELLITUS","en","E14"
"175","DM","en","E14"
"171","Fungal Infection","en","B49"
"171","Fungal infection NOS","en","B49"
"171","Mycoses","en","B49"
"1313","Malnutrition M3","en","E43"
"1313","Severe protein-energy malnutrition","en","E43"
"1313","Severe malnutrition","en","E43"
"86","Motor vehicle accident","en","V99"
"86","MVA","en","V99"
"86","Road traffic accident","en","V99"
"86","RTA","en","V99"
"86","Transport accident","en","V99"
"86","Traffic accident","en","V99"
"147","Bronchitis","en","J40"
"212","Gastric Ulcer","en","K25"
"212","GUD","en","K25"
"208","Duodenal Ulcer","en","K26"
"208","Ulcer duodenal","en","K26"
"201","Acute Appendicitis","en","K35"
"201","Appendicitis","en","K35"
"3681","Renal Failure","en","N19"
"3681","Renal insufficiency","en","N19"
"115","Mastitis","en","N61"
"115","Mammitis","en","N61"
"115","Mastadentitis","en","N61"
"115","Inflammatory disorders of breast","en","N61"
"115","Breast abcess","en","N61"
"581","Ascites","en","R18"
"3785","Vertigo","en","R42"
"3785","Dizziness and giddiness","en","R42"
"3785","Light-headedness","en","R42"
"7592","fiebre hemorrágica dengue","es","A91"
"7592","Dengue haemorrhagic fever","en","A91"
"7592","Dengue hemorrhagic fever","en","A91"
"7596","Smallpox","en","B03"
"7596","viruela","es","B03"
"7610","bronquitis crónica","es","J42"
"7610","Chronic Bronchitis","en","J42"
"7613","hiperplasia prostática benigna","es","N40"
"7613","Hyperplasia of prostate","en","N40"
"7613","Benign hypertrophy of prostate","en","N40"
"7616","Prolonged pregnancy","en","O48"
"7616","embarazo prolongado","es","O48"
"7616","Post term pregnancy","en","O48"
"7616","Post dates pregnancy","en","O48"
"7618","Hypertension Complicating Pregnancy, Childbirth, Or The Puerperi","en","O16"
"7618","hipertensión que complica el embarazo, parto y puerperio","es","O16"
"7618","Unspecified maternal hypertension","en","O16"
"7623","Obstetrical Tetanus","en","A34"
"7626","Benign Neoplasm Of Breast","en","D24"
"7627","Pulmonary edema","en","J81"
"7628","Pyothorax","en","J86"
"1136","Pulmonary Effusion","en","J90"
"1136","PL EFFUSION","en","J90"
"1136","Pleural fluid","en","J90"
"1136","Pleural effusion","en","J90"
"894","Acquired immunodeficiency syndrome","en","B24"
"894","AIDS","en","B24"
"7631","Dental problem","en","K08"
"7631","Teeth or mouth trouble","en","K08"
"7643","Viral Hemorrhagic Fever","en","A99"
"7643","fiebre hemorrágica viral","es","A99"
"7645","Dengue","en","A90"
"7645","Dengue","es","A90"
"7645","dengue","es","A90"
"7698","Acute Coryza","en","J00"
"7698","Acute nasopharyngitis","en","J00"
"7698","Common cold","en","J00"
"7700","Hydrocele and spermatocele","en","N43"
"7911","Foreign body or object entering through skin","en","W45"
"7915","rasgo de drepanocitosis","es","B78"
"7915","Sickle-cell trait","en","B78"
"7916","Malignant Tumor of Prostate","en","C61"
"7916","tumor maligno de próstata","es","C61"
"219","Psychosis","en","F29"
"219","Unspecified nonorganic psychosis","en","F29"
"219","Unspecified psychosis","en","F29"
"44","Pregnancy","en","Z33"
"44","Gestation","en","Z33"
"3997","Endocarditis","en","I38"
"7938","Tetralogy of Fallot","en","K73"
"7938","tetralogía de Fallot","es","K73"
"7938","TOF","en","K73"
"7939","miocarditis reumática","es","K71"
"7939","Rheumatic Myocarditis","en","K71"
"7199","Other Psychological problems","en","F99"
"7199","Psychological disorders, other","en","F99"
"7943","Personality Disorder","en","P80"
"7943","trastorno de la personalidad","es","P80"
"7943","Unspecified disorder of adult personality","en","P80"
"7943","Unspecified disorder of adult personality and behavior","en","P80"
"7944","Eating Disorder","en","P29"
"7944","trastorno de la conducta alimentaria","es","P29"
"7944","Eating Disorder, unspecified","en","P29"
"7947","Bipolar disorder","en","P73"
